,user_id,amount_to_pay_next_payment,account_opening_date,account_closing_date,maximum_credit_amount,current_balance,credit_limit,past_due_balance,number_of_payments_due,worst_delinquency,worst_delinquency_date,worst_delinquency_past_due_balance,institution_cat,account_type_cat,credit_type_cat,payment_frequency_cat
10697,646,0.0,2006-12-22,2007-07-14,0.0,0.0,10200.0,0.0,0.0,0.0,,0.0,52,4,0,4
10698,646,3508.0,2011-09-25,,3508.0,3508.0,5100.0,3313.0,16.0,13.0,2013-02-28,3313.0,0,4,25,4
10699,646,811.0,2016-06-22,,7020.0,4758.0,10000.0,0.0,0.0,0.0,,0.0,49,6,25,4
10700,646,0.0,2012-12-22,,573.0,0.0,740.0,0.0,0.0,0.0,,0.0,38,7,14,4
10701,646,746.0,2016-07-25,,4464.0,7110.0,7812.0,0.0,0.0,0.0,,0.0,21,6,14,4
10702,646,2302.0,2016-07-08,,41990.0,39550.0,40000.0,0.0,0.0,0.0,,0.0,5,6,25,4
10703,646,19742.0,2016-07-11,,336251.0,317999.0,339200.0,0.0,0.0,0.0,,0.0,5,4,14,4
10704,646,3452.0,2016-05-16,,344164.0,368577.0,344164.0,0.0,0.0,0.0,,0.0,27,3,4,4
10705,646,0.0,2017-01-30,,0.0,0.0,22500.0,0.0,0.0,0.0,,0.0,5,6,25,4
10706,646,1286.0,2014-03-12,,31000.0,13311.0,0.0,0.0,0.0,0.0,,0.0,5,4,14,4
10707,646,0.0,2008-05-07,,10000.0,0.0,10000.0,0.0,0.0,0.0,,0.0,11,6,25,4
10708,646,0.0,2015-03-30,2016-07-15,7396.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,6
10709,646,0.0,2013-07-05,2016-07-11,30600.0,0.0,0.0,0.0,0.0,0.0,,0.0,5,4,14,4
10710,646,0.0,2014-11-14,2016-08-08,68500.0,0.0,68500.0,0.0,0.0,0.0,,0.0,5,4,14,4
10711,646,0.0,2014-03-28,2014-12-17,7030.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,6
10712,646,0.0,2013-01-23,2014-03-29,7096.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,6
10713,646,0.0,2011-09-12,2013-01-23,7096.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,6
10714,646,0.0,2009-09-30,2012-07-31,1381.0,0.0,1000.0,0.0,0.0,0.0,,0.0,16,7,14,4
10715,646,0.0,2008-12-02,2011-09-29,2245.0,0.0,1900.0,2245.0,0.0,0.0,,0.0,5,6,25,4
10716,646,0.0,2010-04-08,2011-08-05,18000.0,0.0,18000.0,0.0,0.0,0.0,,0.0,21,4,19,4
10717,646,0.0,2011-01-07,2011-05-03,5200.0,0.0,5200.0,0.0,0.0,0.0,,0.0,36,4,19,4
10720,512,0.0,2017-03-07,2017-05-24,20000.0,0.0,0.0,0.0,0.0,0.0,,0.0,30,4,19,6
10721,512,0.0,2017-05-25,2017-08-18,30000.0,0.0,0.0,0.0,0.0,0.0,,0.0,30,4,19,6
10722,512,4241.0,2017-08-21,,40000.0,37576.0,0.0,0.0,0.0,0.0,,0.0,30,4,19,6
10723,512,357.0,2017-06-15,,6206.0,5848.0,6000.0,0.0,0.0,0.0,,0.0,5,6,25,4
10724,648,0.0,2016-04-11,,2000.0,0.0,2000.0,0.0,0.0,0.0,,0.0,36,4,19,9
10725,648,0.0,2014-11-11,,6500.0,0.0,0.0,0.0,0.0,0.0,,0.0,30,4,19,6
10726,648,3425.0,2016-09-09,,2500.0,3425.0,2500.0,0.0,0.0,0.0,,0.0,36,4,19,9
10727,648,0.0,2016-04-11,,2174.0,0.0,2174.0,0.0,0.0,0.0,,0.0,42,4,19,2
10728,648,0.0,2015-06-02,,11000.0,0.0,0.0,0.0,0.0,0.0,,0.0,30,4,19,6
10729,648,0.0,2016-06-08,,2174.0,0.0,2174.0,0.0,0.0,0.0,,0.0,42,4,19,2
10730,648,0.0,2016-08-03,,2174.0,0.0,2174.0,0.0,0.0,0.0,,0.0,42,4,19,2
10731,648,1333.0,2016-09-27,,2174.0,2209.0,2174.0,0.0,0.0,0.0,,0.0,42,4,19,2
10732,648,0.0,2015-12-16,,5000.0,0.0,0.0,0.0,0.0,0.0,,0.0,30,4,19,6
10733,648,1527.0,2016-03-09,,18000.0,1527.0,0.0,0.0,0.0,0.0,,0.0,30,4,19,6
10734,648,0.0,2014-07-31,,3000.0,0.0,0.0,0.0,0.0,0.0,,0.0,30,4,19,6
10735,648,646.0,2008-03-01,,14262.0,13460.0,13100.0,0.0,0.0,0.0,,0.0,5,6,25,4
10736,648,639.0,2015-01-30,,13214.0,13169.0,13100.0,0.0,0.0,0.0,,0.0,5,6,25,4
10737,648,0.0,2009-07-10,,919.0,0.0,0.0,0.0,0.0,0.0,,0.0,16,7,14,4
10738,648,0.0,2008-03-01,,13991.0,0.0,13100.0,0.0,0.0,0.0,,0.0,5,6,25,4
10769,654,0.0,2014-05-20,2015-07-06,1392.0,0.0,3000.0,0.0,0.0,0.0,,0.0,5,6,25,4
10770,654,590.0,2013-08-16,,5400.0,5400.0,30000.0,0.0,0.0,0.0,,0.0,49,6,14,4
10771,654,2123.0,2016-05-01,,28649.0,13563.0,28649.0,0.0,0.0,0.0,,0.0,5,4,19,4
10772,654,232.0,2011-04-14,,1635.0,0.0,20000.0,0.0,0.0,0.0,,0.0,16,7,14,4
10773,654,294.0,2014-06-06,,17271.0,3131.0,18000.0,0.0,0.0,0.0,,0.0,49,6,14,4
10774,654,0.0,2013-01-16,,44570.0,66840.0,80000.0,0.0,0.0,0.0,,0.0,5,6,25,4
10775,654,1363.0,2013-04-01,,33770.0,28416.0,33500.0,0.0,0.0,0.0,,0.0,5,6,25,4
10776,654,2331.0,2006-06-13,,266320.0,708566.0,266320.0,0.0,0.0,0.0,,0.0,27,3,4,4
10777,654,0.0,2013-01-16,2016-05-31,44570.0,0.0,53300.0,0.0,0.0,0.0,,0.0,5,6,25,4
10778,654,0.0,2012-11-01,2015-05-31,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,5,6,25,4
10779,654,0.0,2013-01-16,2014-12-31,31767.0,0.0,53300.0,0.0,0.0,0.0,,0.0,5,6,25,4
10780,654,0.0,2013-12-01,2014-03-31,0.0,0.0,40004.0,0.0,0.0,0.0,,0.0,5,6,25,4
10781,654,0.0,2013-02-01,2013-04-20,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,5,6,25,4
10782,654,0.0,2002-08-28,2011-09-30,7652.0,0.0,6000.0,0.0,0.0,0.0,,0.0,5,6,25,4
10783,654,0.0,2002-09-03,2011-03-17,29763.0,0.0,27000.0,0.0,0.0,0.0,,0.0,5,6,25,4
10878,660,0.0,2007-11-30,2011-10-26,151913.0,0.0,0.0,0.0,0.0,0.0,,0.0,6,4,1,4
10879,660,0.0,2014-08-21,2015-03-20,2200.0,0.0,0.0,0.0,0.0,0.0,,0.0,26,4,6,4
10880,660,0.0,2014-08-21,2015-03-20,2200.0,0.0,0.0,0.0,0.0,0.0,,0.0,26,4,6,4
10881,660,0.0,2007-09-01,2008-11-15,559.0,0.0,1300.0,0.0,0.0,0.0,,0.0,47,6,14,4
10882,660,29648.0,2014-04-10,,3108628.0,2923589.0,3108628.0,0.0,0.0,0.0,,0.0,5,3,4,4
10883,660,338255.0,2017-03-15,,1430185.0,801867.0,0.0,0.0,0.0,0.0,,0.0,10,7,25,4
10884,660,0.0,2008-05-23,,177819.0,526.0,176700.0,0.0,0.0,0.0,,0.0,5,6,25,4
10885,660,0.0,2012-10-26,,843593.0,0.0,0.0,0.0,0.0,0.0,,0.0,10,7,25,4
10886,660,13979.0,2010-11-16,,1299480.0,1110757.0,1299480.0,0.0,0.0,0.0,,0.0,5,3,4,4
10887,660,0.0,2014-11-28,,615156.0,6432.0,0.0,0.0,0.0,0.0,,0.0,10,7,25,4
10888,660,0.0,2017-07-22,,431.0,431.0,0.0,0.0,0.0,0.0,,0.0,39,7,16,4
10889,660,1239.0,2017-04-03,,89981.0,86700.0,90000.0,0.0,0.0,0.0,,0.0,5,6,25,4
10890,660,348.0,2016-05-02,,174410.0,68947.0,176500.0,0.0,0.0,0.0,,0.0,5,6,25,4
10891,660,1101.0,2011-09-08,,42524.0,15740.0,31060.0,0.0,0.0,0.0,,0.0,5,6,25,4
10892,660,0.0,2005-11-25,,33933.0,0.0,44900.0,0.0,0.0,0.0,,0.0,49,6,14,4
10893,660,0.0,2013-08-30,2017-08-03,330469.0,0.0,330469.0,0.0,0.0,0.0,,0.0,2,4,2,4
10894,660,0.0,2013-08-19,2017-08-03,258152.0,0.0,258152.0,0.0,0.0,0.0,,0.0,2,4,2,4
10895,660,0.0,2011-10-23,,2523.0,0.0,0.0,0.0,0.0,0.0,,0.0,16,7,16,4
10896,660,0.0,2004-08-11,2016-10-18,61395.0,0.0,95000.0,0.0,0.0,0.0,,0.0,5,6,25,4
10897,660,0.0,2008-05-23,2016-10-31,177819.0,0.0,176700.0,0.0,0.0,0.0,,0.0,5,6,25,4
10898,660,0.0,2012-10-01,2016-10-25,220548.0,0.0,220548.0,0.0,0.0,0.0,,0.0,4,4,2,4
10899,660,0.0,2015-10-23,2016-02-26,0.0,0.0,176500.0,0.0,0.0,0.0,,0.0,5,6,25,4
10900,660,0.0,2013-12-06,2016-01-19,43855.0,0.0,100000.0,0.0,0.0,0.0,,0.0,5,6,25,4
10901,660,0.0,2011-11-22,2015-12-22,303836.0,0.0,303836.0,0.0,0.0,0.0,,0.0,4,4,2,4
10902,660,0.0,2011-10-31,2015-10-31,452586.0,0.0,452586.0,0.0,0.0,0.0,,0.0,37,4,1,4
10903,660,0.0,2011-10-31,2015-10-31,8555.0,0.0,8555.0,0.0,0.0,0.0,,0.0,37,4,1,4
10904,660,0.0,2012-10-17,2015-10-02,1060000.0,0.0,1060000.0,0.0,0.0,0.0,,0.0,5,4,19,4
10905,660,0.0,2012-09-28,2015-09-13,684100.0,0.0,684100.0,0.0,0.0,0.0,,0.0,5,4,19,4
10906,660,0.0,2008-05-23,2015-02-24,153131.0,0.0,176700.0,0.0,0.0,0.0,,0.0,5,6,25,4
10907,660,0.0,2010-11-07,2014-11-18,27238.0,0.0,35000.0,0.0,0.0,0.0,,0.0,49,6,14,4
10908,660,0.0,2008-05-23,2014-10-31,144504.0,0.0,176700.0,0.0,0.0,0.0,,0.0,5,6,25,4
10909,660,0.0,2008-05-23,2014-10-31,144504.0,0.0,176700.0,0.0,0.0,0.0,,0.0,5,6,25,4
10910,660,0.0,2008-05-23,2014-10-31,144504.0,0.0,176700.0,0.0,0.0,0.0,,0.0,5,6,25,4
10911,660,0.0,2011-03-11,2014-07-31,2158.0,0.0,0.0,0.0,0.0,0.0,,0.0,16,7,14,4
10912,660,0.0,2010-02-26,2013-09-30,761.0,0.0,3300.0,0.0,0.0,0.0,,0.0,16,7,14,4
10913,660,0.0,2010-02-20,2013-09-30,1681.0,0.0,1000.0,0.0,0.0,0.0,,0.0,16,7,14,4
10914,660,0.0,2013-06-17,2013-08-31,979.0,0.0,0.0,0.0,0.0,0.0,,0.0,16,7,14,4
10915,660,0.0,2013-03-01,2013-07-10,300000.0,0.0,300000.0,0.0,0.0,0.0,,0.0,37,4,10,4
10916,660,0.0,2012-08-01,,300000.0,86315.0,300000.0,0.0,0.0,0.0,,0.0,37,4,10,4
10917,660,0.0,2011-05-09,2013-06-30,50000.0,0.0,50000.0,0.0,0.0,0.0,,0.0,5,6,14,4
10918,660,0.0,2010-11-18,2013-01-08,12532.0,0.0,12100.0,0.0,0.0,0.0,,0.0,5,6,25,4
10919,660,0.0,2010-04-01,2012-06-11,6457.0,0.0,0.0,0.0,0.0,0.0,,0.0,10,7,25,4
11057,672,0.0,2015-02-22,2015-11-27,6255.0,0.0,0.0,0.0,5.0,1.0,2015-04-05,96.0,33,4,14,7
11058,672,0.0,2015-05-03,2015-12-03,7600.0,0.0,0.0,0.0,3.0,1.0,2015-10-04,145.0,33,4,8,7
11059,672,0.0,2016-03-23,2016-08-02,8462.0,0.0,0.0,0.0,0.0,0.0,,0.0,33,4,8,7
11060,672,0.0,2016-12-11,2017-04-10,4492.0,0.0,0.0,0.0,0.0,0.0,,0.0,33,4,8,7
11061,672,188.0,2017-04-10,,19222.0,14146.0,0.0,0.0,1.0,1.0,2017-10-09,188.0,33,4,14,7
11062,672,0.0,2016-04-12,2016-05-04,3000.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,9
11063,672,0.0,2017-05-08,2017-07-03,2674.0,0.0,2674.0,0.0,0.0,0.0,,0.0,42,4,19,2
11064,672,0.0,2016-05-06,2016-05-16,3000.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,9
11065,672,0.0,2016-06-07,2016-06-30,3000.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,9
11066,672,0.0,2016-06-30,2016-08-01,3000.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,9
11067,672,0.0,2017-08-24,2017-09-29,2674.0,0.0,2674.0,0.0,0.0,0.0,,0.0,42,4,19,2
11068,672,0.0,2016-08-02,2016-08-23,3000.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,9
11069,672,0.0,2016-08-23,2016-09-13,3000.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,9
11070,672,1779.0,2017-09-29,,3174.0,3185.0,3174.0,0.0,0.0,0.0,,0.0,42,4,19,2
11071,672,0.0,2016-09-13,2016-09-28,3000.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,9
11072,672,0.0,2016-09-29,2016-10-27,3000.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,9
11073,672,0.0,2016-10-27,2016-11-24,3000.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,9
11074,672,0.0,2016-11-24,2016-12-20,3000.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,9
11075,672,0.0,2016-12-20,2017-01-05,3000.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,9
11076,672,0.0,2017-01-10,2017-02-06,3000.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,9
11077,672,0.0,2017-02-07,2017-02-20,2500.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,9
11078,672,0.0,2017-04-11,2017-05-08,2000.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,9
11079,672,0.0,2017-06-26,2017-07-05,4500.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,9
11080,672,0.0,2016-05-09,2016-06-03,2174.0,0.0,2174.0,0.0,0.0,0.0,,0.0,42,4,19,2
11081,672,0.0,2015-06-29,2015-07-20,2000.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,9
11082,672,0.0,2017-08-08,2017-09-07,4500.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,9
11083,672,0.0,2015-07-20,2015-07-27,2000.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,9
11084,672,0.0,2015-07-28,2015-08-12,2500.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,9
11085,672,4500.0,2017-10-11,,4500.0,4500.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,9
11086,672,0.0,2015-08-12,2015-09-09,3000.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,9
11087,672,0.0,2015-09-09,2015-10-08,3000.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,9
11088,672,0.0,2016-06-03,2016-07-19,2174.0,0.0,2174.0,0.0,0.0,0.0,,0.0,42,4,19,2
11089,672,0.0,2015-10-08,2015-10-28,3000.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,9
11090,672,0.0,2015-10-28,2015-11-25,3000.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,9
11091,672,689.0,2015-01-31,,689.0,689.0,6573.0,689.0,4.0,1.0,2015-05-31,691.0,52,4,14,4
11092,672,0.0,2015-11-26,2015-12-23,3000.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,9
11093,672,0.0,2016-09-07,2016-10-21,2174.0,0.0,2174.0,0.0,0.0,0.0,,0.0,42,4,19,2
11094,672,0.0,2016-10-31,2016-12-30,2174.0,0.0,2174.0,0.0,0.0,0.0,,0.0,42,4,19,2
11095,672,0.0,2016-03-18,2016-04-11,3000.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,9
11096,672,0.0,2017-01-06,2017-03-08,2674.0,0.0,2674.0,0.0,0.0,0.0,,0.0,42,4,19,2
11097,672,0.0,2016-10-13,2016-12-16,3900.0,0.0,3900.0,0.0,0.0,0.0,,0.0,42,4,19,6
11098,672,0.0,2017-01-25,2017-02-16,1000.0,0.0,1000.0,0.0,0.0,0.0,,0.0,42,4,19,6
11099,672,30.0,2017-09-14,,4000.0,4200.0,4000.0,30.0,1.0,1.0,2017-10-15,30.0,42,4,19,6
11100,672,0.0,2015-11-04,2015-12-16,2000.0,0.0,2000.0,0.0,0.0,0.0,,0.0,42,4,19,6
11101,672,0.0,2015-12-05,2016-02-01,3000.0,0.0,3000.0,0.0,0.0,0.0,,0.0,42,4,19,6
11102,672,0.0,2016-01-04,2016-03-16,3500.0,0.0,3500.0,0.0,0.0,0.0,,0.0,42,4,19,6
11103,672,0.0,2016-03-19,2016-06-01,3500.0,0.0,3500.0,0.0,0.0,0.0,,0.0,42,4,19,6
11104,672,0.0,2016-05-28,2016-08-01,3900.0,0.0,3900.0,0.0,0.0,0.0,,0.0,42,4,19,6
11105,672,0.0,2016-07-05,2016-09-16,3900.0,0.0,3900.0,0.0,0.0,0.0,,0.0,42,4,19,6
11106,672,0.0,2016-08-11,2016-10-14,3900.0,0.0,3900.0,0.0,0.0,0.0,,0.0,42,4,19,6
11107,672,0.0,2015-08-24,2015-09-15,1000.0,0.0,1000.0,0.0,1.0,1.0,2015-09-15,1250.0,42,4,19,6
11108,672,0.0,2015-09-19,2015-11-01,1400.0,0.0,1400.0,0.0,0.0,0.0,,0.0,42,4,19,6
11109,672,0.0,2012-08-06,2013-07-12,5099.0,0.0,5100.0,0.0,4.0,4.0,2013-06-30,2200.0,6,6,25,4
11110,672,0.0,2013-07-12,2014-12-30,7470.0,0.0,7470.0,2557.0,15.0,6.0,2014-12-31,2557.0,6,6,25,4
11111,672,119.0,2012-10-13,,7907.0,7907.0,0.0,0.0,0.0,3.0,2013-03-02,810.0,33,7,7,7
11112,672,0.0,2017-04-11,,10364.0,9464.0,10000.0,0.0,0.0,0.0,,0.0,5,6,25,4
11113,672,0.0,2014-01-10,,842.0,775.0,1400.0,0.0,0.0,0.0,,0.0,49,6,25,4
11114,672,768.0,2012-10-28,,3050.0,0.0,10000.0,0.0,0.0,0.0,,0.0,16,7,14,4
11115,672,437.0,2017-08-07,,909.0,3131.0,3500.0,0.0,0.0,0.0,,0.0,49,4,14,4
11116,672,0.0,2014-12-13,,1123.0,0.0,1400.0,0.0,0.0,0.0,,0.0,21,6,25,4
11117,672,1875.0,2017-07-01,,90000.0,87292.0,90000.0,0.0,0.0,0.0,,0.0,36,6,14,4
11118,672,2196.0,2016-12-28,,210900.0,191653.0,0.0,0.0,0.0,0.0,,0.0,36,4,19,4
11119,672,824.0,2016-12-28,,9898.0,2483.0,0.0,0.0,0.0,0.0,,0.0,36,4,19,4
11120,672,6423.0,2012-07-09,,6423.0,6423.0,0.0,6423.0,25.0,0.0,,0.0,16,7,14,4
11121,672,0.0,2017-04-11,2017-08-01,9967.0,0.0,10000.0,0.0,0.0,0.0,,0.0,5,6,25,4
11122,672,0.0,2016-06-24,2017-02-07,8500.0,0.0,0.0,0.0,0.0,0.0,,0.0,36,4,19,4
11123,672,0.0,2015-12-30,2017-02-03,189900.0,0.0,0.0,0.0,0.0,0.0,,0.0,36,4,19,4
11124,672,0.0,2015-12-30,2016-11-17,7628.0,0.0,0.0,0.0,0.0,0.0,,0.0,36,4,19,4
11125,672,0.0,2016-10-03,2016-10-31,1283.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,4
11126,672,0.0,2011-08-05,,2294.0,0.0,10000.0,0.0,0.0,0.0,,0.0,16,7,14,4
11127,672,0.0,2016-09-01,2016-09-27,1283.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,4
11128,672,0.0,2016-08-23,2016-09-09,1000.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,4
11129,672,0.0,2016-06-29,2016-08-01,2000.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,4
11130,672,0.0,2015-07-30,2016-06-22,4000.0,0.0,0.0,0.0,0.0,0.0,,0.0,36,4,19,4
11131,672,0.0,2016-05-05,2016-05-19,1000.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,4
11132,672,0.0,2016-04-27,2016-05-04,1000.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,4
11133,672,0.0,2016-04-11,2016-04-14,1375.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,4
11134,672,0.0,2015-03-27,2015-11-28,25000.0,0.0,0.0,0.0,0.0,0.0,,0.0,36,4,19,4
11135,672,0.0,2014-08-12,2015-03-25,16000.0,0.0,0.0,0.0,0.0,0.0,,0.0,36,4,19,4
11136,672,0.0,2013-03-06,2014-08-12,16000.0,0.0,0.0,0.0,1.0,0.0,,0.0,36,4,19,4
11137,672,0.0,2012-09-04,2013-03-01,10000.0,0.0,0.0,0.0,0.0,0.0,,0.0,36,4,19,4
11177,675,5073.0,2016-03-07,,489289.0,531791.0,489289.0,0.0,0.0,0.0,,0.0,27,3,4,4
11178,675,2140.0,2017-04-01,,114387.0,101471.0,98300.0,2140.0,0.0,0.0,,0.0,5,4,23,6
11179,675,160.0,2017-06-07,,10443.0,10443.0,66000.0,0.0,0.0,0.0,,0.0,5,6,25,4
11180,675,1180.0,2016-11-01,,30413.0,13200.0,94000.0,0.0,0.0,0.0,,0.0,5,6,25,4
11181,675,630.0,2016-05-06,,28235.0,1702.0,49999.0,0.0,0.0,0.0,,0.0,5,6,25,4
11182,675,0.0,2011-12-22,2013-06-28,0.0,0.0,3000.0,0.0,0.0,0.0,,0.0,5,6,25,4
11234,680,0.0,2017-05-15,2017-06-28,2038.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,4
11235,680,0.0,2017-04-03,2017-04-05,1200.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,4
11236,680,0.0,2017-01-13,2017-01-24,1998.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,4
11237,680,0.0,2017-06-14,2017-06-30,1500.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,4
11238,680,0.0,2017-02-18,2017-03-16,1000.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,4
11239,680,0.0,2017-04-11,2017-04-25,1000.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,4
11240,680,0.0,2017-02-07,2017-02-16,1000.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,4,19,4
11241,680,85.0,2015-07-28,,2055.0,1540.0,2000.0,0.0,0.0,0.0,,0.0,5,6,25,4
11242,680,672.0,2015-09-19,,5246.0,5246.0,5000.0,0.0,0.0,0.0,,0.0,49,6,14,4
11243,680,0.0,2017-01-30,,6015.0,4894.0,5300.0,0.0,0.0,0.0,,0.0,5,6,25,4
11244,680,0.0,2017-04-23,,5572.0,4916.0,5000.0,0.0,0.0,0.0,,0.0,49,6,14,4
11245,680,1932.0,2017-04-04,,4000.0,1309.0,4000.0,0.0,0.0,0.0,,0.0,21,6,14,4
11246,680,575.0,2016-07-11,,9635.0,9165.0,9200.0,0.0,0.0,0.0,,0.0,5,6,25,4
11247,680,0.0,2017-05-15,2017-05-16,2038.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,4
11248,680,0.0,2017-01-09,2017-04-04,4000.0,0.0,4000.0,0.0,0.0,0.0,,0.0,21,6,14,4
11249,680,0.0,2017-04-11,2017-04-25,1000.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,4
11250,680,0.0,2017-04-03,2017-04-05,1200.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,4
11260,683,0.0,2014-04-17,,9824.0,0.0,15000.0,0.0,3.0,1.0,2016-08-31,812.0,52,6,25,4
11261,683,0.0,2017-03-16,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,38,7,16,4
11262,683,2509.0,2017-04-11,,50000.0,48501.0,0.0,0.0,0.0,0.0,,0.0,36,4,19,4
11263,683,0.0,2013-12-08,,5584.0,0.0,4000.0,0.0,0.0,0.0,,0.0,49,6,14,4
11264,683,0.0,2017-04-12,,5160.0,4956.0,5000.0,0.0,0.0,0.0,,0.0,49,6,14,4
11265,683,3479.0,2017-03-09,,123900.0,123509.0,0.0,0.0,0.0,0.0,,0.0,5,4,5,4
11266,683,0.0,2017-01-04,,27643.0,44276.0,50000.0,0.0,0.0,0.0,,0.0,5,6,25,4
11267,683,399.0,2017-02-01,,604.0,0.0,20000.0,0.0,0.0,0.0,,0.0,16,7,14,4
11268,683,978.0,2014-08-14,,6937.0,0.0,0.0,0.0,0.0,0.0,,0.0,16,7,14,4
11269,683,0.0,2016-03-16,,1125.0,0.0,0.0,0.0,0.0,0.0,,0.0,16,7,16,4
11270,683,2426.0,2016-03-31,,4479.0,2426.0,0.0,0.0,0.0,0.0,,0.0,16,7,16,4
11271,683,0.0,2015-11-05,2017-04-04,25000.0,0.0,0.0,0.0,0.0,0.0,,0.0,36,4,19,4
11272,683,0.0,2014-06-19,2016-12-31,9600.0,0.0,9600.0,0.0,0.0,0.0,,0.0,21,6,25,4
11273,683,0.0,2014-11-15,2016-05-18,20000.0,0.0,0.0,0.0,0.0,0.0,,0.0,36,4,19,4
11274,683,0.0,2014-11-24,2015-01-21,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,5,6,25,4
11275,683,0.0,2013-11-01,2013-12-31,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,5,6,25,4
11276,684,4960.0,2017-03-23,,4960.0,4960.0,0.0,4960.0,2.0,6.0,2017-11-30,4960.0,25,4,6,4
11277,684,0.0,2016-05-26,2016-07-16,2000.0,0.0,2000.0,0.0,3.0,1.0,2016-06-15,975.0,42,4,19,6
11278,684,0.0,2017-02-21,,4072.0,0.0,0.0,0.0,0.0,0.0,,0.0,10,7,25,4
11279,684,4082.0,2017-09-11,,151417.0,149004.0,0.0,0.0,0.0,0.0,,0.0,5,4,19,6
11280,684,0.0,2017-08-16,,10373.0,9101.0,41000.0,0.0,0.0,0.0,,0.0,5,6,25,4
11281,684,0.0,2017-06-20,,15246.0,14145.0,58000.0,0.0,0.0,0.0,,0.0,5,6,25,4
11282,684,3174.0,2017-07-17,,80509.0,79218.0,0.0,0.0,0.0,0.0,,0.0,5,4,19,6
11283,684,0.0,2015-12-30,,1585.0,0.0,10000.0,0.0,0.0,0.0,,0.0,16,7,14,4
11284,684,1293.0,2015-04-16,,30000.0,6042.0,0.0,0.0,0.0,0.0,,0.0,5,4,14,4
11285,684,761.0,2006-06-27,,1764.0,761.0,10000.0,0.0,0.0,0.0,,0.0,16,7,14,4
11286,684,417.0,2003-07-25,,2228.0,417.0,17212.0,0.0,0.0,0.0,,0.0,16,7,14,4
11287,684,0.0,2001-02-19,,1549.0,0.0,0.0,0.0,0.0,0.0,,0.0,39,7,16,4
11288,684,3367.0,2017-05-16,,70000.0,63079.0,0.0,0.0,0.0,0.0,,0.0,5,4,14,4
11289,684,0.0,2016-06-21,2017-12-31,289.0,0.0,500.0,0.0,6.0,0.0,,0.0,16,7,14,4
11290,684,0.0,2006-11-06,,11980.0,0.0,11980.0,0.0,0.0,0.0,,0.0,39,6,16,4
